neighbourhood group,neighbourhood,lat,long,price
Brooklyn,Bushwick,40.69055,-73.92357,$314 
Manhattan,Upper West Side,40.7735,-73.98697,"$1,139 "
Brooklyn,Crown Heights,40.67505,-73.95969,$638 
Manhattan,East Village,40.72974,-73.98201,"$1,051 "
Brooklyn,Williamsburg,40.70925,-73.95425,$164 
Brooklyn,Greenpoint,40.72315,-73.95226,$586 
Manhattan,Chelsea,40.73939,-73.99612,$828 
Manhattan,Kips Bay,40.74112,-73.97686,$600 
Manhattan,Lower East Side,40.72019,-73.98217,$700 
Manhattan,Nolita,40.72133,-73.99666,$623 
Queens,Astoria,40.75744,-73.92163,"$1,135 "
Queens,Astoria,40.75695,-73.9202,$331 
Manhattan,Harlem,40.8296,-73.94651,$271 
Manhattan,East Harlem,40.79056,-73.9468,$217 
Manhattan,West Village,40.73631,-73.99977,$613 
Bronx,Allerton,40.86466,-73.85709,$73 
Brooklyn,Williamsburg,40.71312,-73.96199,"$1,057 "
Brooklyn,Williamsburg,40.71297,-73.94336,$546 
Manhattan,West Village,40.73712,-74.00166,$88 
Brooklyn,Bedford-Stuyvesant,40.69242,-73.95097,$833 
Brooklyn,Prospect Heights,40.68262,-73.97299,$869 
Manhattan,East Village,40.73217,-73.98801,$931 
Manhattan,Hell's Kitchen,40.76311,-73.99388,$781 
Manhattan,Chelsea,40.74695,-74.00454,$440 
Brooklyn,East New York,40.67497,-73.87305,"$1,181 "
Brooklyn,Crown Heights,40.66788,-73.94813,$923 
Manhattan,Upper East Side,40.76684,-73.95944,$858 
Brooklyn,Bedford-Stuyvesant,40.68967,-73.95445,$413 
Brooklyn,Prospect Heights,40.67946,-73.96501,$972 
Brooklyn,Park Slope,40.66944,-73.98083,$346 
Manhattan,East Village,40.72566,-73.97748,$152 
Manhattan,Hell's Kitchen,40.7709,-73.99181,$619 
Brooklyn,Williamsburg,40.71943,-73.95958,$557 
Queens,Sunnyside,40.74249,-73.92466,$177 
Manhattan,Chelsea,40.74033,-74.00024,$836 
Manhattan,Upper West Side,40.7969,-73.96128,$181 
Manhattan,Washington Heights,40.83403,-73.94553,$913 
Brooklyn,Prospect-Lefferts Gardens,40.65513,-73.95641,$556 
Brooklyn,Prospect-Lefferts Gardens,40.65589,-73.95539,$67 
Brooklyn,Williamsburg,40.70275,-73.94501,$253 
Brooklyn,Bedford-Stuyvesant,40.68897,-73.93569,$348 
Brooklyn,Park Slope,40.67617,-73.98136,$951 
Brooklyn,Park Slope,40.67595,-73.98053,$832 
Manhattan,Hell's Kitchen,40.76415,-73.99067,$652 
Manhattan,Harlem,40.83127,-73.94718,$175 
Brooklyn,Bedford-Stuyvesant,40.68497,-73.95592,$710 
Manhattan,Harlem,40.82922,-73.94174,$783 
Brooklyn,Williamsburg,40.71137,-73.94362,$760 
Manhattan,Upper East Side,40.76739,-73.9557,$910 
Manhattan,,40.73089,-73.98195,$749 
Brooklyn,Park Slope,40.6755,-73.97859,$565 
Brooklyn,Bedford-Stuyvesant,40.68812,-73.94934,$567 
Manhattan,Upper East Side,40.7694,-73.9572,$825 
Brooklyn,Clinton Hill,40.68634,-73.96161,$458 
Brooklyn,Williamsburg,40.7093,-73.9497,$120 
Manhattan,,40.713,-73.99752,$613 
Manhattan,Theater District,40.75895,-73.9883,$704 
Brooklyn,Bedford-Stuyvesant,40.68186,-73.94113,$644 
Brooklyn,Bushwick,40.68364,-73.91076,$500 
Brooklyn,Williamsburg,40.71893,-73.9428,"$1,114 "
Bronx,Concourse Village,40.82802,-73.92039,$581 
Brooklyn,Fort Greene,40.68765,-73.97073,$353 
Brooklyn,Williamsburg,40.71413,-73.96596,$680 
Brooklyn,Sheepshead Bay,40.58422,-73.94079,$441 
Brooklyn,Williamsburg,40.71973,-73.95582,$357 
Brooklyn,Bedford-Stuyvesant,40.69025,-73.93323,$128 
Queens,Sunnyside,40.73826,-73.92458,$924 
Brooklyn,Greenpoint,40.73049,-73.96115,$186 
Manhattan,East Village,40.72956,-73.97903,$844 
Manhattan,West Village,40.73854,-74.00821,$80 
Manhattan,Theater District,40.75877,-73.98863,$709 
Brooklyn,Gowanus,40.67688,-73.9859,$473 
Brooklyn,Bushwick,40.70051,-73.92204,$466 
Manhattan,Lower East Side,40.71712,-73.98898,$228 
Staten Island,Emerson Hill,40.60742,-74.14388,$629 
Brooklyn,Bedford-Stuyvesant,40.68741,-73.95741,$520 
Queens,Long Island City,40.75627,-73.9211,$476 
Manhattan,,40.79816,-73.9619,$892 
Brooklyn,Fort Hamilton,40.61927,-74.0307,$523 
Manhattan,Harlem,40.8078,-73.95208,$145 
Brooklyn,Bensonhurst,40.61922,-73.99399,$464 
Brooklyn,Clinton Hill,40.68275,-73.96148,$977 
Manhattan,Lower East Side,40.71813,-73.98416,$970 
Manhattan,Lower East Side,40.71892,-73.98401,$934 
Manhattan,Harlem,40.816,-73.95545,$898 
Manhattan,Harlem,40.82748,-73.95153,$275 
Brooklyn,Bedford-Stuyvesant,40.68634,-73.95088,$423 
Manhattan,East Village,40.72229,-73.97901,$379 
Manhattan,NoHo,40.72956,-73.99287,$727 
Brooklyn,Greenpoint,40.72595,-73.95298,$725 
Manhattan,Tribeca,40.71193,-74.00817,"$1,102 "
Brooklyn,,40.68012,-73.97847,$793 
Manhattan,Chelsea,40.74233,-73.99865,$200 
Brooklyn,Prospect Heights,40.67424,-73.96665,$921 
Manhattan,Harlem,40.80486,-73.95298,$70 
Manhattan,Harlem,40.80307,-73.95048,$230 
Brooklyn,Boerum Hill,40.68653,-73.98562,$396 
Manhattan,Midtown,40.74267,-73.98569,"$1,104 "
Brooklyn,Bedford-Stuyvesant,40.68749,-73.95494,$830 
Brooklyn,Fort Greene,40.68645,-73.97538,$608 
Brooklyn,Clinton Hill,40.68999,-73.96711,$576 
Staten Island,Shore Acres,40.61077,-74.06824,$675 
Brooklyn,Williamsburg,40.71126,-73.94576,$747 
Brooklyn,Bedford-Stuyvesant,40.67855,-73.94949,$805 
Manhattan,East Village,40.72416,-73.9853,$574 
Brooklyn,Bedford-Stuyvesant,40.68516,-73.92521,$52 
Manhattan,West Village,40.73507,-74.00048,$694 
Manhattan,Chinatown,40.71611,-73.99828,$119 
Brooklyn,Bedford-Stuyvesant,40.67964,-73.93946,$244 
Manhattan,Hell's Kitchen,40.76189,-73.99,$697 
Manhattan,East Village,40.72645,-73.98035,$196 
Brooklyn,Sunset Park,40.66293,-73.99833,$510 
Brooklyn,Bedford-Stuyvesant,40.69046,-73.95167,"$1,159 "
Bronx,Concourse,40.83001,-73.92158,$361 
Manhattan,East Harlem,40.79239,-73.94535,"$1,090 "
Manhattan,,40.72709,-73.98274,$486 
Manhattan,SoHo,40.72599,-74.00168,$588 
Brooklyn,Bedford-Stuyvesant,40.68309,-73.94219,$779 
Manhattan,East Harlem,40.79442,-73.93433,"$1,114 "
Manhattan,Hell's Kitchen,40.76166,-73.99675,$676 
Queens,Ridgewood,40.70163,-73.90867,$674 
Manhattan,Midtown,40.75575,-73.96842,$578 
Manhattan,Harlem,40.80903,-73.94197,"$1,025 "
Queens,Long Island City,40.74581,-73.95295,"$1,112 "
Brooklyn,South Slope,40.66414,-73.98574,"$1,067 "
Manhattan,West Village,40.74,-74.00381,$488 
Manhattan,,40.75348,-73.97065,$417 
Manhattan,Lower East Side,40.72066,-73.98506,$613 
Brooklyn,Williamsburg,40.71746,-73.95497,"$1,105 "
Brooklyn,DUMBO,40.70257,-73.9847,$968 
Manhattan,East Village,40.72264,-73.9837,"$1,166 "
Manhattan,Kips Bay,40.73833,-73.98186,"$1,038 "
Manhattan,Greenwich Village,40.73268,-73.99255,$765 
Manhattan,Chinatown,40.71892,-73.99628,$188 
Queens,Ditmars Steinway,40.77679,-73.91687,$134 
Manhattan,,40.71693,-73.98948,"$1,148 "
Manhattan,Gramercy,40.73685,-73.98359,$260 
Brooklyn,Fort Greene,40.68501,-73.97019,$631 
Brooklyn,Prospect-Lefferts Gardens,40.66068,-73.96003,$810 
Brooklyn,Prospect Heights,40.67722,-73.96542,$57 
Brooklyn,Clinton Hill,40.68975,-73.96703,$59 
Brooklyn,Bedford-Stuyvesant,40.69221,-73.95866,$461 
Manhattan,West Village,40.72969,-74.00635,"$1,019 "
Brooklyn,Clinton Hill,40.6893,-73.96602,"$1,038 "
Brooklyn,Williamsburg,40.70832,-73.94157,"$1,156 "
Brooklyn,,40.68016,-73.94878,$938 
Brooklyn,Williamsburg,40.70875,-73.95508,$256 
Manhattan,Inwood,40.85888,-73.92886,$683 
Bronx,Kingsbridge,40.8679,-73.90023,$640 
Brooklyn,Bedford-Stuyvesant,40.6889,-73.95383,$463 
Manhattan,Chelsea,40.75127,-73.99637,$429 
Brooklyn,Crown Heights,40.67607,-73.94421,"$1,154 "
Manhattan,Gramercy,40.73834,-73.9823,$629 
Queens,Elmhurst,40.7347,-73.88066,$921 
Manhattan,Lower East Side,40.71876,-73.98851,$479 
Brooklyn,Greenpoint,40.73787,-73.95385,"$1,121 "
Manhattan,West Village,40.73066,-74.00287,$735 
Manhattan,West Village,40.73291,-74.00059,$377 
Manhattan,Washington Heights,40.85099,-73.92822,$986 
Brooklyn,Bedford-Stuyvesant,40.68707,-73.91918,$492 
Brooklyn,Williamsburg,40.7184,-73.96019,$822 
Brooklyn,Crown Heights,40.67495,-73.95563,$69 
Manhattan,Chinatown,40.71582,-73.99902,$538 
Manhattan,Harlem,40.81068,-73.94288,"$1,029 "
Manhattan,Harlem,40.81122,-73.94279,$792 
Manhattan,Greenwich Village,40.73129,-73.99944,$262 
Brooklyn,Williamsburg,40.71628,-73.95737,$58 
Manhattan,Upper West Side,40.78558,-73.9726,$53 
Manhattan,Chinatown,40.7146,-73.991,$792 
Manhattan,East Harlem,40.79493,-73.94462,$383 
Brooklyn,Sunset Park,40.6623,-73.99049,"$1,145 "
Brooklyn,Greenpoint,40.73693,-73.95284,"$1,113 "
Brooklyn,,40.73641,-73.9533,$104 
Brooklyn,Greenpoint,40.73794,-73.95254,$685 
Brooklyn,Brighton Beach,40.58147,-73.96726,$637 
Manhattan,Upper West Side,40.79771,-73.96323,$678 
Manhattan,Harlem,40.81512,-73.94692,$878 
Brooklyn,Greenpoint,40.7373,-73.95323,$534 
Brooklyn,Greenpoint,40.73708,-73.95271,$947 
Brooklyn,Greenpoint,40.73652,-73.95236,$847 
Brooklyn,,40.73693,-73.95316,$914 
Brooklyn,Greenpoint,40.73784,-73.95324,$757 
Brooklyn,Greenpoint,40.73674,-73.95247,$719 
Brooklyn,,40.73783,-73.95259,$528 
Brooklyn,Greenpoint,40.73714,-73.95296,$847 
Brooklyn,Greenpoint,40.73731,-73.9545,$232 
Queens,Jackson Heights,40.74965,-73.89344,$241 
Brooklyn,Greenpoint,40.73793,-73.95316,$310 
Brooklyn,Clinton Hill,40.68197,-73.96549,$627 
Brooklyn,Bushwick,40.70271,-73.91566,$564 
Brooklyn,Williamsburg,40.7116,-73.9529,$499 
Brooklyn,Bedford-Stuyvesant,40.69241,-73.94885,$143 
Manhattan,Nolita,40.72004,-73.99424,$778 
Queens,Sunnyside,40.74511,-73.92398,$692 
Manhattan,Chelsea,40.74599,-74.00253,$499 
Brooklyn,Cobble Hill,40.68946,-73.99385,$844 
Brooklyn,Bedford-Stuyvesant,40.68226,-73.95473,$661 
Brooklyn,Cypress Hills,40.67855,-73.8896,$128 
Brooklyn,Williamsburg,40.71408,-73.9489,"$1,025 "
Brooklyn,Clinton Hill,40.68618,-73.96144,$758 
Brooklyn,Park Slope,40.67379,-73.98454,$963 
Queens,St. Albans,40.70554,-73.76637,$738 
Manhattan,West Village,40.74031,-74.00532,$328 
Manhattan,Chelsea,40.74618,-74.00392,$177 
Manhattan,Harlem,40.81872,-73.94567,"$1,137 "
Staten Island,Arrochar,40.59251,-74.06479,$459 
Staten Island,Arrochar,40.59101,-74.06685,"$1,012 "
Staten Island,Arrochar,40.59262,-74.06659,$845 
Brooklyn,Fort Greene,40.69142,-73.97203,$937 
Manhattan,Upper East Side,40.76928,-73.95021,$761 
Brooklyn,Bedford-Stuyvesant,40.68338,-73.95289,$563 
Manhattan,West Village,40.72953,-74.00462,$294 
Manhattan,Financial District,40.70523,-74.01345,$483 
Manhattan,Chelsea,40.74025,-74.00161,$313 
Manhattan,West Village,40.73378,-74.00429,$878 
Manhattan,Lower East Side,40.72087,-73.99022,$121 
Brooklyn,East Flatbush,40.64468,-73.94219,$86 
Manhattan,Lower East Side,40.7193,-73.98966,"$1,165 "
Manhattan,West Village,40.73312,-74.0042,$640 
Brooklyn,Fort Greene,40.69778,-73.97676,$342 
Manhattan,East Village,40.72534,-73.98591,"$1,014 "
Manhattan,Harlem,40.82151,-73.94516,$494 
Brooklyn,Williamsburg,40.72059,-73.9567,$155 
Queens,Sunnyside,40.74558,-73.92324,$367 
Manhattan,Upper West Side,40.79433,-73.9765,$90 
Manhattan,Morningside Heights,40.81055,-73.95549,$608 
Brooklyn,Crown Heights,40.6711,-73.95231,$659 
Brooklyn,Cypress Hills,40.67962,-73.88928,$290 
Manhattan,,40.76217,-73.98411,$831 
Manhattan,Upper East Side,40.76128,-73.96463,$907 
Manhattan,Nolita,40.72313,-73.99438,$158 
Brooklyn,Williamsburg,40.7177,-73.95576,"$1,170 "
Manhattan,Upper West Side,40.78448,-73.97289,"$1,044 "
Manhattan,,40.78304,-73.97447,$624 
Brooklyn,Fort Greene,40.68737,-73.97125,$282 
Manhattan,Chelsea,40.74139,-74.0005,$436 
Manhattan,Lower East Side,40.71992,-73.98773,$673 
Manhattan,Little Italy,40.71905,-73.99677,$115 
Manhattan,Financial District,40.70741,-74.00102,$979 
Queens,Rego Park,40.73349,-73.86009,$896 
Bronx,Wakefield,40.89557,-73.8447,$756 
Brooklyn,Kensington,40.64277,-73.97296,$422 
Manhattan,East Harlem,40.79111,-73.94466,$586 
Manhattan,Harlem,40.79951,-73.95257,$666 
Brooklyn,Williamsburg,40.71647,-73.93974,"$1,183 "
Manhattan,Chelsea,40.75114,-74.00195,$175 
Brooklyn,Crown Heights,40.66431,-73.93216,$72 
Queens,Long Island City,40.74579,-73.95012,$620 
Brooklyn,Bushwick,40.70278,-73.92673,$370 
Queens,Woodside,40.74409,-73.91122,$784 
Brooklyn,Bedford-Stuyvesant,40.68812,-73.93254,$174 
Manhattan,East Village,40.72454,-73.99151,"$1,078 "
Brooklyn,Williamsburg,40.71073,-73.96207,$65 
Brooklyn,Williamsburg,40.71028,-73.96128,$891 
Brooklyn,Prospect-Lefferts Gardens,40.65772,-73.96131,$474 
Brooklyn,Bedford-Stuyvesant,40.68884,-73.95059,$440 
Brooklyn,Bedford-Stuyvesant,40.6865,-73.95372,$627 
Manhattan,Midtown,40.75282,-73.97315,"$1,078 "
Manhattan,Upper East Side,40.76373,-73.96897,$57 
Manhattan,Greenwich Village,40.73388,-73.99452,$638 
Manhattan,Washington Heights,40.85774,-73.92901,$395 
Manhattan,East Village,40.72257,-73.98465,$516 
Brooklyn,,40.72723,-73.95728,$745 
Brooklyn,Fort Greene,40.69135,-73.97321,"$1,161 "
Brooklyn,Williamsburg,40.70513,-73.95505,$456 
Manhattan,West Village,40.73301,-74.00268,$125 
Manhattan,East Harlem,40.79793,-73.93612,$815 
Manhattan,Harlem,40.80285,-73.95166,$188 
Brooklyn,Bushwick,40.70642,-73.91665,$612 
Brooklyn,Clinton Hill,40.68156,-73.96537,$80 
Manhattan,Upper East Side,40.77368,-73.95198,$117 
Brooklyn,Bedford-Stuyvesant,40.68631,-73.93702,$632 
Brooklyn,,40.65992,-73.99042,"$1,111 "
Brooklyn,Prospect Heights,40.67847,-73.97038,"$1,122 "
Manhattan,Harlem,40.81371,-73.95585,$122 
Brooklyn,Greenpoint,40.72868,-73.95835,$213 
Manhattan,East Village,40.73168,-73.98662,$652 
Brooklyn,Prospect-Lefferts Gardens,40.65689,-73.9533,"$1,003 "
Manhattan,East Harlem,40.7928,-73.93967,$237 
Queens,Astoria,40.77117,-73.91905,$911 
Manhattan,West Village,40.73729,-74.00807,$74 
Brooklyn,Crown Heights,,,$539 
Manhattan,Harlem,40.82977,-73.94071,$471 
Brooklyn,Bedford-Stuyvesant,40.68492,-73.95489,$873 
Brooklyn,Bedford-Stuyvesant,40.68255,-73.91957,$911 
Brooklyn,Crown Heights,40.67392,-73.94662,$843 
Manhattan,West Village,40.73879,-74.00425,$706 
Brooklyn,Greenpoint,,,"$1,058 "
Manhattan,Harlem,40.80671,-73.95082,$146 
Brooklyn,Kensington,40.6433,-73.97386,$261 
Manhattan,Chinatown,40.71601,-73.99123,"$1,059 "
Brooklyn,Bedford-Stuyvesant,40.68106,-73.9292,$701 
Brooklyn,Gowanus,40.68131,-73.98879,$279 
Brooklyn,Park Slope,40.67264,-73.98136,$335 
Brooklyn,Cypress Hills,40.67889,-73.86404,$904 
Manhattan,East Village,40.7241,-73.97899,$936 
Brooklyn,Williamsburg,40.70766,-73.95191,$777 
Brooklyn,Williamsburg,40.71422,-73.9484,$451 
Manhattan,Hell's Kitchen,40.76001,-73.99133,$831 
Brooklyn,South Slope,40.66441,-73.97974,$214 
Manhattan,West Village,40.73362,-74.00923,$767 
Manhattan,East Village,,,$506 
Manhattan,Chelsea,40.74494,-73.9998,"$1,081 "
Brooklyn,Bushwick,40.69657,-73.9129,$316 
Brooklyn,Crown Heights,40.67106,-73.95463,"$1,009 "
Manhattan,Harlem,40.80748,-73.95589,"$1,178 "
Brooklyn,Bedford-Stuyvesant,40.68991,-73.93179,$322 
Manhattan,Hell's Kitchen,40.76147,-73.99152,$993 
Brooklyn,Bedford-Stuyvesant,40.68174,-73.91921,$656 
Brooklyn,Cobble Hill,40.68538,-74.00056,$233 
Brooklyn,Williamsburg,40.70839,-73.94289,$512 
Brooklyn,Fort Greene,40.69018,-73.98107,$97 
Brooklyn,Carroll Gardens,40.68128,-73.99522,"$1,135 "
Manhattan,East Village,40.72948,-73.98694,$279 
Brooklyn,Carroll Gardens,40.68353,-73.9914,$554 
Manhattan,East Village,40.72506,-73.98865,$664 
Manhattan,West Village,,,$381 
Manhattan,SoHo,40.7253,-73.99916,$108 
Queens,Long Island City,40.75295,-73.93228,"$1,127 "
Brooklyn,Greenpoint,40.71947,-73.95252,$973 
Manhattan,Chinatown,40.71283,-73.99703,$696 
Manhattan,Upper West Side,40.77338,-73.98887,$200 
Brooklyn,Crown Heights,40.67385,-73.94405,$777 
Queens,Astoria,40.76856,-73.91828,$290 
Manhattan,West Village,40.73908,-74.00378,"$1,008 "
Manhattan,Hell's Kitchen,40.7625,-73.9869,$348 
Brooklyn,Bushwick,40.69755,-73.91187,$450 
Brooklyn,Crown Heights,40.67335,-73.96,$304 
Manhattan,Harlem,40.80497,-73.95146,$946 
Brooklyn,Williamsburg,40.70736,-73.94331,"$1,099 "
Brooklyn,Greenpoint,40.73683,-73.9543,$237 
Queens,Astoria,40.76444,-73.92607,$241 
Brooklyn,Greenpoint,40.7389,-73.95395,"$1,186 "
Manhattan,Upper West Side,40.77611,-73.97808,$626 
Brooklyn,Greenpoint,40.73806,-73.95462,$413 
Brooklyn,Greenpoint,40.73661,-73.95479,$511 
Brooklyn,Greenpoint,40.73857,-73.95435,$659 
Brooklyn,Williamsburg,40.711,-73.96225,$285 
Brooklyn,Williamsburg,40.70686,-73.95365,$833 
Brooklyn,Greenpoint,40.73857,-73.95299,$883 
Brooklyn,Williamsburg,40.71095,-73.95239,$921 
Brooklyn,Williamsburg,40.70918,-73.94881,$629 
Brooklyn,Williamsburg,40.71685,-73.96573,$130 
Manhattan,Upper West Side,40.7909,-73.96762,"$1,128 "
Brooklyn,Williamsburg,40.71143,-73.94159,$459 
Queens,Elmhurst,,,$224 
Brooklyn,Crown Heights,40.66469,-73.96091,$802 
Brooklyn,Bedford-Stuyvesant,40.68855,-73.95405,$314 
Brooklyn,Williamsburg,40.71653,-73.95554,$375 
Brooklyn,Fort Greene,40.69309,-73.97074,$572 
Brooklyn,Williamsburg,40.70638,-73.96627,$894 
Brooklyn,Williamsburg,40.71629,-73.95786,$949 
Brooklyn,Bedford-Stuyvesant,40.68622,-73.94675,$495 
Brooklyn,Williamsburg,40.71635,-73.94609,$584 
Manhattan,Upper East Side,40.77272,-73.95307,$281 
Manhattan,SoHo,40.72509,-74.00304,"$1,022 "
Brooklyn,East New York,40.66795,-73.89232,$186 
Brooklyn,Greenpoint,40.72582,-73.95843,$500 
Manhattan,Harlem,40.80637,-73.95433,$867 
Brooklyn,Flatbush,40.64387,-73.96855,$476 
Manhattan,East Harlem,40.7968,-73.93611,"$1,110 "
Manhattan,East Harlem,40.79596,-73.94463,$226 
Manhattan,Upper West Side,40.78012,-73.98439,$316 
Manhattan,Upper West Side,40.77508,-73.9799,$405 
Brooklyn,Williamsburg,40.71532,-73.96064,$483 
Brooklyn,Fort Greene,40.68786,-73.97421,$305 
Brooklyn,Bushwick,40.70793,-73.91987,"$1,026 "
Manhattan,Upper West Side,40.79044,-73.97513,"$1,055 "
Brooklyn,Greenpoint,40.72668,-73.95762,$300 
Staten Island,Clifton,40.62318,-74.07848,"$1,174 "
Manhattan,Harlem,40.82286,-73.94596,$131 
Manhattan,Harlem,40.82451,-73.94457,$97 
Brooklyn,Bedford-Stuyvesant,40.69348,-73.95927,$648 
Manhattan,Upper West Side,40.78443,-73.97399,$772 
Brooklyn,Crown Heights,40.67679,-73.95639,$286 
Manhattan,East Harlem,40.79107,-73.94381,$481 
Queens,Ridgewood,40.70215,-73.91139,$398 
Brooklyn,Prospect Heights,40.67339,-73.96519,"$1,074 "
Manhattan,Lower East Side,40.72209,-73.99274,$788 
Manhattan,East Village,40.73171,-73.98717,$357 
Brooklyn,Bedford-Stuyvesant,40.69213,-73.951,"$1,171 "
Manhattan,West Village,40.73237,-74.00608,$736 
Brooklyn,Kensington,40.64354,-73.97777,$887 
Manhattan,Harlem,40.80343,-73.9531,$764 
Brooklyn,Bushwick,40.70462,-73.9228,$480 
Brooklyn,Williamsburg,40.71394,-73.96267,$278 
Brooklyn,Bay Ridge,40.6339,-74.02035,$327 
Brooklyn,Greenpoint,,,$524 
Manhattan,Harlem,40.8076,-73.94433,$488 
Brooklyn,South Slope,40.66485,-73.98343,$433 
Brooklyn,Williamsburg,40.71279,-73.95852,$758 
Manhattan,Gramercy,40.73294,-73.98282,$910 
Manhattan,Washington Heights,40.83456,-73.9457,$662 
Brooklyn,Williamsburg,40.72091,-73.95814,$144 
Brooklyn,Williamsburg,40.71819,-73.95414,$705 
Manhattan,West Village,40.73887,-74.00342,"$1,145 "
Manhattan,Upper West Side,40.77892,-73.98238,$835 
Brooklyn,Williamsburg,40.71336,-73.96192,$508 
Manhattan,Upper East Side,40.77688,-73.96177,$92 
Brooklyn,Williamsburg,40.71368,-73.94478,$964 
Manhattan,Upper East Side,40.7761,-73.95265,"$1,113 "
Manhattan,Upper East Side,40.77471,-73.95574,"$1,167 "
Brooklyn,Clinton Hill,40.68625,-73.96446,$352 
Manhattan,East Village,40.725,-73.98851,$270 
Manhattan,Kips Bay,40.74016,-73.97665,$510 
Manhattan,Midtown,40.75023,-73.98293,$758 
Manhattan,Upper West Side,40.78867,-73.96809,"$1,121 "
Brooklyn,Crown Heights,40.66604,-73.95914,$52 
Brooklyn,Flatbush,40.63593,-73.96076,$365 
Manhattan,Chinatown,40.71638,-73.99167,"$1,045 "
Manhattan,Inwood,40.86658,-73.92558,$151 
Brooklyn,Williamsburg,40.71179,-73.96449,$244 
Manhattan,Hell's Kitchen,40.76186,-73.99165,$759 
Brooklyn,Williamsburg,40.71417,-73.95917,$865 
Manhattan,Harlem,40.82772,-73.93877,"$1,070 "
Brooklyn,East Flatbush,40.63602,-73.94607,$171 
Brooklyn,East Flatbush,40.63759,-73.9459,$964 
Brooklyn,East Flatbush,40.63611,-73.94637,$900 
Manhattan,Harlem,40.803,-73.95278,$890 
Manhattan,Upper West Side,40.79526,-73.9655,"$1,075 "
Manhattan,Hell's Kitchen,40.75763,-73.99482,$857 
Manhattan,Upper West Side,40.77577,-73.98258,$574 
Manhattan,Upper East Side,40.77631,-73.95289,$298 
Manhattan,Hell's Kitchen,40.76774,-73.9892,$677 
Manhattan,Harlem,40.81169,-73.94355,$188 
Manhattan,Hell's Kitchen,40.75782,-73.99349,$481 
Manhattan,Harlem,40.83177,-73.95,$983 
Manhattan,West Village,40.73104,-74.00879,$759 
Manhattan,Flatiron District,,,$623 
Brooklyn,Sunset Park,40.64372,-74.02066,"$1,167 "
Manhattan,Greenwich Village,40.72886,-74.00013,$166 
Manhattan,Lower East Side,40.71868,-73.99017,$461 
Manhattan,East Village,40.72143,-73.98117,$944 
Brooklyn,Williamsburg,40.71682,-73.96369,$461 
Brooklyn,Park Slope,40.67725,-73.9821,$460 
Brooklyn,Crown Heights,40.66888,-73.95292,"$1,094 "
Brooklyn,Park Slope,40.67188,-73.97533,$664 
Manhattan,Chelsea,40.74964,-73.99158,$383 
Brooklyn,Prospect-Lefferts Gardens,40.65846,-73.95057,$370 
Manhattan,Upper East Side,40.78164,-73.94717,$741 
Manhattan,Chinatown,40.71515,-73.99029,$861 
Manhattan,East Village,40.72986,-73.97913,$170 
Brooklyn,Prospect-Lefferts Gardens,40.66039,-73.95937,$752 
Brooklyn,Crown Heights,40.66898,-73.9571,$524 
Manhattan,Midtown,40.75407,-73.96713,$966 
Brooklyn,Williamsburg,40.70712,-73.94013,$125 
Manhattan,Midtown,40.74553,-73.98943,$613 
Manhattan,Upper East Side,40.77584,-73.9502,$644 
Manhattan,Harlem,40.79967,-73.95156,$848 
Manhattan,Upper West Side,40.80142,-73.96931,$382 
Brooklyn,Williamsburg,40.70507,-73.9353,$593 
Brooklyn,Park Slope,40.67962,-73.97655,$392 
Brooklyn,Crown Heights,40.66847,-73.94875,$984 
Brooklyn,Greenpoint,40.7376,-73.95678,"$1,138 "
Brooklyn,Williamsburg,40.71148,-73.95573,$611 
Brooklyn,Prospect Heights,40.67425,-73.96514,$372 
Manhattan,East Village,40.72899,-73.97792,$675 
Brooklyn,Greenpoint,40.72488,-73.94013,$112 
Brooklyn,Williamsburg,40.72212,-73.95696,"$1,100 "
Brooklyn,Bedford-Stuyvesant,40.68534,-73.93433,$296 
Staten Island,Graniteville,40.62109,-74.16534,"$1,178 "
Manhattan,Upper West Side,40.78161,-73.97898,$50 
Manhattan,Hell's Kitchen,40.75643,-73.99046,$59 
Brooklyn,Park Slope,40.67407,-73.98111,$400 
Brooklyn,Sheepshead Bay,40.59721,-73.95149,"$1,187 "
Manhattan,Harlem,40.80491,-73.94866,$846 
Manhattan,Harlem,40.80334,-73.94805,"$1,143 "
Manhattan,Inwood,40.87039,-73.91611,$734 
Brooklyn,Williamsburg,40.704,-73.93285,$827 
